City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
366,manbij,36.5281,37.9549,11.62,48,0,2.21,SY,1674545873
367,yoichi,43.2039,140.7703,-11.33,83,100,6.81,JP,1674545874
368,mandalgovi,45.7625,106.2708,-17.15,52,100,4.84,MN,1674545874
369,ha giang,22.8333,104.9833,19.98,32,36,0.8,VN,1674545875
370,coihaique,-45.5752,-72.0662,8.97,66,33,1.03,CL,1674545876
371,clonakilty,51.6231,-8.8706,7.56,93,100,2.34,IE,1674545877
372,mitsamiouli,-11.3847,43.2844,27.01,79,100,6.29,KM,1674545877
373,makubetsu,45.3714,141.8211,-11.16,73,75,12.86,JP,1674545878
374,kathmandu,27.7167,85.3167,20.12,43,20,8.23,NP,1674545264
375,atambua,-9.1061,124.8925,25.93,78,100,1.36,ID,1674545879
376,tuatapere,-46.1333,167.6833,12.76,71,3,2.07,NZ,1674545879
377,ambon,-3.6954,128.1814,31.08,66,40,6.17,ID,1674545880
378,zhigansk,66.7697,123.3711,-45.03,97,100,4.08,RU,1674545881
379,leh,34.1667,77.5833,-10.11,46,100,1.31,IN,1674545881
380,mayo,38.8876,-76.5119,3.97,68,20,2.68,US,1674545882
381,grand gaube,-20.0064,57.6608,27.22,81,100,2.0,MU,1674545883
382,mogadishu,2.0371,45.3438,29.93,62,20,8.23,SO,1674545883
383,lompoc,34.6391,-120.4579,6.99,85,0,4.12,US,1674545820
384,santa marta,11.2408,-74.199,27.16,74,100,5.36,CO,1674545884
385,naze,28.3667,129.4833,7.51,78,100,15.56,JP,1674545885
386,pisco,-13.7,-76.2167,21.03,78,100,1.54,PE,1674545886
387,yarkovo,57.4028,67.0786,-9.52,92,58,2.85,RU,1674545886
388,don sak,9.3168,99.6918,32.94,66,99,4.79,TH,1674545887
389,kongolo,-5.3833,27.0,22.64,92,100,1.16,CD,1674545887
390,mezen,65.8522,44.24,-9.94,92,100,5.1,RU,1674545888
391,porto santo,33.072,-16.3415,15.21,67,40,5.14,PT,1674545889
392,bexhill,-28.7667,153.35,23.13,96,93,0.89,AU,1674545889
393,chapais,49.7834,-74.8492,-6.12,96,100,3.88,CA,1674545890
394,bagdarin,54.4333,113.6,-25.21,88,72,0.53,RU,1674545891
395,ballina,-28.8667,153.5667,23.34,96,73,7.83,AU,1674545892
396,msanga,-6.05,36.0333,22.69,95,100,0.93,TZ,1674545893
397,novaya zaimka,56.4857,66.9241,-11.56,96,95,3.66,RU,1674545893
398,rocha,-34.4833,-54.3333,14.03,83,0,1.91,UY,1674545786
399,nyurba,63.2842,118.3319,-28.51,99,100,1.2,RU,1674545894
400,makakilo city,21.3469,-158.0858,25.18,72,100,2.57,US,1674545895
401,kachug,53.9606,105.8817,-24.23,93,100,1.01,RU,1674545895
402,olafsvik,64.8945,-23.7142,5.53,91,88,7.72,IS,1674545896
403,okhotsk,59.3833,143.3,-25.09,77,100,5.92,RU,1674545897
404,salinopolis,-0.6136,-47.3561,24.67,88,100,4.27,BR,1674545897
405,verkhnevilyuysk,63.4453,120.3167,-37.33,100,100,1.4,RU,1674545898
406,kahului,20.8947,-156.47,23.8,83,75,3.09,US,1674545602
407,jaru,-10.4389,-62.4664,21.47,98,100,1.03,BR,1674545899
408,manacapuru,-3.2997,-60.6206,22.82,95,100,1.4,BR,1674545899
409,anajatuba,-3.2644,-44.6197,21.85,99,33,0.61,BR,1674545900
410,amot,59.5714,7.9877,1.37,95,100,1.6,NO,1674545901
411,tomatlan,19.9333,-105.25,16.91,95,100,1.42,MX,1674545902
412,grindavik,63.8424,-22.4338,5.26,100,75,6.69,IS,1674545902
413,baiao,-2.7906,-49.6717,21.84,100,100,0.57,BR,1674545903
414,shawinigan,46.5668,-72.7491,-1.77,74,97,2.06,CA,1674545904
415,ust-nera,64.5667,143.2,-38.51,99,31,0.61,RU,1674545905
416,bafra,41.5678,35.9069,12.06,73,99,1.28,TR,1674545905
417,ihosy,-22.4,46.1167,20.64,93,100,2.01,MG,1674545906
418,whitehorse,60.7161,-135.0538,0.43,69,100,4.12,CA,1674545894
419,mehamn,71.0357,27.8492,1.97,75,75,16.46,NO,1674545907
420,puerto cabezas,14.0351,-83.3888,23.17,91,41,3.64,NI,1674545907
421,adrar,20.5022,-10.0711,15.92,18,0,3.87,MR,1674545908
422,urucara,-2.5364,-57.76,21.92,99,100,1.23,BR,1674545909
423,dubbo,-32.25,148.6167,31.07,20,5,5.66,AU,1674545707
424,priargunsk,50.3691,119.1012,-33.94,97,6,1.47,RU,1674545910
425,jiangyou,31.7667,104.7167,7.92,26,7,2.82,CN,1674545910
426,isabela,6.7085,121.9711,29.03,90,100,3.01,PH,1674545911
427,usinsk,65.9939,57.5281,-11.54,92,30,9.1,RU,1674545911
428,port lincoln,-34.7333,135.8667,18.99,67,0,7.31,AU,1674545912
429,darnah,32.767,22.6367,15.66,52,0,3.15,LY,1674545913
430,puerto colombia,10.9878,-74.9547,26.05,82,100,9.69,CO,1674545914
431,cidreira,-30.1811,-50.2056,22.84,90,2,3.02,BR,1674545914
432,mhango,-3.2833,32.85,23.63,66,100,0.86,TZ,1674545915
433,san-pedro,4.7485,-6.6363,25.28,87,40,2.02,CI,1674545915
434,yining,29.0361,114.5636,4.34,30,0,3.59,CN,1674545916
435,phalombe,-15.8064,35.6507,21.25,92,100,2.4,MW,1674545917
436,nuuk,64.1835,-51.7216,-2.16,92,100,10.48,GL,1674545754
437,smoky lake,54.1169,-112.4686,-1.91,93,100,2.06,CA,1674545710
438,matane,48.8286,-67.522,-6.08,93,80,2.89,CA,1674545918
439,florianopolis,-27.6146,-48.5012,22.45,84,0,2.57,BR,1674545413
440,guymon,36.6828,-101.4816,-1.0,59,100,2.06,US,1674545919
441,sangar,63.9242,127.4739,-47.22,97,75,1.42,RU,1674545920
442,palaikastron,35.2,26.25,15.82,71,0,2.32,GR,1674545920
443,progreso,21.2833,-89.6667,23.06,87,0,4.04,MX,1674545695
444,kirakira,-10.4544,161.9205,25.99,87,100,2.41,SB,1674545921
445,port macquarie,-31.4333,152.9167,24.94,79,74,4.67,AU,1674545922
446,pese,7.9,-80.6167,23.78,88,8,0.25,PA,1674545922
447,mount isa,-20.7333,139.5,36.87,22,40,1.54,AU,1674545923
448,shenjiamen,29.9576,122.298,0.63,51,32,13.83,CN,1674545924
449,dwarka,22.2394,68.9678,20.52,33,6,6.06,IN,1674545925
450,novopetrovskoye,55.9928,36.4719,-4.25,94,98,3.04,RU,1674545861
451,sakakah,29.9697,40.2064,11.76,60,0,4.04,SA,1674545926
452,minot,48.2325,-101.2963,-3.88,86,100,1.54,US,1674545634
453,bima,-8.4667,118.7167,30.89,61,100,0.54,ID,1674545927
454,bemidji,47.4736,-94.8803,-8.13,92,100,3.09,US,1674545758
455,mutis,6.2262,-77.4044,25.01,88,30,0.35,CO,1674545928
456,santa isabel,-23.3156,-46.2214,20.61,97,100,0.98,BR,1674545929
457,nador,35.174,-2.9287,10.14,53,20,3.6,MA,1674545929
458,ngunguru,-35.6167,174.5,19.39,77,100,5.74,NZ,1674545930
459,takoradi,4.8845,-1.7554,27.16,80,11,1.62,GH,1674545930
460,toyooka,35.5333,134.8333,-1.97,100,75,5.66,JP,1674545931
461,amapa,1.0,-52.0,20.55,100,100,0.98,BR,1674545932
462,dongzhen,22.3797,110.9389,15.32,49,8,6.68,CN,1674545932
463,belyy yar,53.6039,91.3903,-10.08,70,100,2.0,RU,1674545933
464,itarema,-2.9248,-39.9167,23.91,88,44,1.94,BR,1674545726
465,along,28.1667,94.7667,24.7,27,100,0.42,IN,1674545934
466,chirongui,-12.9319,45.1483,28.96,80,100,8.32,YT,1674545934
467,sayville,40.7359,-73.0821,2.51,70,100,6.71,US,1674545920
468,maralal,1.0968,36.698,21.04,48,100,5.05,KE,1674545935
469,pitimbu,-7.4706,-34.8086,25.33,79,15,3.51,BR,1674545936
470,kayes,14.0,-11.0,24.76,17,38,1.13,ML,1674545937
471,constitucion,-35.3333,-72.4167,15.93,92,42,0.31,CL,1674545938
472,narsaq,60.9167,-46.05,-7.88,96,100,3.04,GL,1674545938
473,beaumont,30.0861,-94.1019,10.02,70,100,4.12,US,1674545755
474,yatou,37.15,122.3833,-9.16,76,100,9.11,CN,1674545940
475,kawalu,-7.3817,108.2082,29.69,61,74,1.78,ID,1674545940
476,lazaro cardenas,17.9583,-102.2,21.13,75,3,1.85,MX,1674545941
477,whyalla,-33.0333,137.5833,24.05,59,0,10.34,AU,1674545941
478,tura,25.5198,90.2201,25.72,30,100,2.57,IN,1674545942
479,port blair,11.6667,92.75,29.02,61,20,5.66,IN,1674545943
480,plainview,40.7765,-73.4673,2.64,68,100,5.14,US,1674545943
481,waiuku,-37.25,174.75,20.47,76,8,2.93,NZ,1674545944
482,sulina,45.1559,29.6536,3.27,80,100,5.56,RO,1674545945
483,samarai,-10.6167,150.6667,28.44,75,100,5.61,PG,1674545945
484,aljezur,37.3191,-8.8033,3.99,69,0,4.4,PT,1674545946
485,kodinar,20.7903,70.7031,24.4,29,38,3.96,IN,1674545946
486,barra do garcas,-15.89,-52.2567,21.01,98,100,0.7,BR,1674545947
487,kabala,9.5833,-11.55,21.63,75,79,1.17,SL,1674545948
488,geraldton,-28.7667,114.6,27.23,65,1,8.23,AU,1674545949
489,gravdal,68.1214,13.5031,3.11,62,100,12.33,NO,1674545949
490,puerto escondido,15.85,-97.0667,24.09,73,0,2.34,MX,1674545950
491,labuhan,-6.8844,112.2051,28.67,75,81,5.03,ID,1674545950
492,pronsk,54.1048,39.6092,-5.03,86,9,2.39,RU,1674545951
493,charters towers,-20.1,146.2667,30.35,47,33,7.8,AU,1674545952
494,sibolga,1.7427,98.7792,24.55,90,100,1.88,ID,1674545952
495,walvis bay,-22.9575,14.5053,20.7,65,100,6.55,NA,1674545953
496,deputatskiy,69.3,139.9,-34.92,98,100,0.98,RU,1674545954
497,nicoya,10.1483,-85.452,22.79,82,0,3.25,CR,1674545954
498,ladson,32.9857,-80.1098,4.92,87,0,2.06,US,1674545955
499,abu kamal,34.4506,40.9171,14.13,35,0,1.71,SY,1674545955
500,palmer,42.1584,-72.3287,0.14,78,100,2.57,US,1674545956
501,batemans bay,-35.7167,150.1833,22.28,76,100,1.58,AU,1674545957
502,olga,43.7444,135.2892,-23.94,69,10,7.2,RU,1674545957
503,millau,44.0833,2.9167,-2.93,96,89,0.37,FR,1674545958
504,fort nelson,58.8053,-122.7002,-7.23,86,100,1.54,CA,1674545958
505,west bay,19.3667,-81.4167,25.0,84,1,0.45,KY,1674545959
506,kayankulam,9.1833,76.5,31.65,67,100,3.94,IN,1674545960
507,white rock,49.0164,-122.8026,6.39,95,100,1.34,CA,1674545960
508,betare oya,5.6,14.0833,28.34,18,100,2.27,CM,1674545961
509,barra do bugres,-15.0725,-57.1811,21.55,97,100,0.96,BR,1674545962
510,gomel,52.4345,30.9754,-2.01,80,100,2.0,BY,1674545962
511,taoudenni,22.6783,-3.9836,16.03,24,0,3.32,ML,1674545963
512,lovrenc na pohorju,46.5406,15.3931,1.95,100,100,1.28,SI,1674545963
513,shymkent,42.3,69.6,-5.67,68,66,2.0,KZ,1674545964
514,villa constitucion,-33.2278,-60.3297,22.23,44,0,2.47,AR,1674545965
515,clyde river,70.4692,-68.5914,-30.87,69,100,5.14,CA,1674545965
516,bundaberg,-24.85,152.35,27.9,73,0,2.24,AU,1674545966
517,verkhnetulomskiy,68.6073,31.7962,-0.93,79,11,4.43,RU,1674545967
518,ilo,-17.6394,-71.3375,21.83,88,100,4.02,PE,1674545967
519,santiago del estero,-27.7951,-64.2615,26.37,54,0,4.81,AR,1674545968
520,cervo,43.6702,-7.4101,8.42,74,100,6.96,ES,1674545968
521,vanavara,60.34,102.2797,-27.65,95,73,0.88,RU,1674545969
522,inirida,3.8653,-67.9239,21.7,98,90,0.17,CO,1674545970
523,puerto baquerizo moreno,-0.9,-89.6,23.09,83,63,1.34,EC,1674545970
524,noyabrsk,63.1994,75.4507,-25.23,86,100,3.05,RU,1674545760
525,portland,45.5234,-122.6762,6.72,87,100,1.54,US,1674545736
526,touros,-5.1989,-35.4608,25.24,81,48,3.95,BR,1674545972
527,sur,22.5667,59.5289,21.12,43,41,5.4,OM,1674545973
528,denpasar,-8.65,115.2167,32.81,70,20,4.63,ID,1674545812
529,ankang,32.68,109.0172,5.36,17,0,2.02,CN,1674545974
530,tiznit,29.5833,-9.5,8.97,62,0,0.36,MA,1674545975
531,marzuq,14.4,46.4667,23.39,32,45,1.9,YE,1674545975
532,krasnoselkup,65.7,82.4667,-31.27,98,9,1.87,RU,1674545976
533,tevaitoa,-16.7833,-151.5,26.71,75,100,6.49,PF,1674545976
534,san quintin,30.4833,-115.95,11.28,44,0,2.1,MX,1674545977
535,borovichi,58.3878,33.9155,-5.18,88,100,4.56,RU,1674545978
536,arcachon,44.5875,-1.0519,3.18,92,10,2.14,FR,1674545978
537,kendari,-3.945,122.4989,28.41,75,100,0.26,ID,1674545979
538,jibuti,11.5,42.5,24.67,45,42,8.1,DJ,1674545979
539,pangody,65.85,74.4859,-23.71,88,100,6.29,RU,1674545980
540,coari,-4.085,-63.1414,21.95,99,100,1.08,BR,1674545981
541,yulara,-25.2406,130.9889,35.52,13,100,2.47,AU,1674545981
542,giyani,-23.3025,30.7187,26.93,52,100,1.76,ZA,1674545982
543,mundo nuevo,18.7,-95.5,22.53,90,82,2.44,MX,1674545982
544,nemuro,43.3236,145.575,-1.9,65,100,5.25,JP,1674545983
545,guapore,-28.8456,-51.8903,16.12,85,0,0.5,BR,1674545984
546,onega,63.9061,38.1404,-5.77,93,100,4.4,RU,1674545985
547,superior,46.7208,-92.1041,-0.46,84,100,5.14,US,1674545985
548,laguna,38.421,-121.4238,7.95,84,0,2.06,US,1674545986
549,senneterre,48.3835,-77.2328,-4.19,96,100,3.64,CA,1674545986
550,byron bay,-28.65,153.6167,23.3,81,73,7.36,AU,1674545779
551,barcelos,41.5388,-8.6151,4.91,70,0,2.39,PT,1674545987
552,tabou,4.423,-7.3528,25.62,85,79,1.51,CI,1674545988
553,impfondo,1.6381,18.0667,29.85,43,100,1.47,CG,1674545989
554,namibe,-15.1961,12.1522,24.87,76,90,2.81,AO,1674545989
555,ahvaz,31.3203,48.6693,10.97,100,100,1.03,IR,1674545990
556,caceres,39.522,-6.3748,-0.82,84,0,2.28,ES,1674545934
557,mendoza,-32.8908,-68.8272,23.74,57,0,4.63,AR,1674545991
558,petropavlovsk-kamchatskiy,53.0452,158.6483,-15.67,61,20,2.0,RU,1674545992
559,ishinomaki,38.4167,141.3,1.0,68,100,10.97,JP,1674545992
560,romans-sur-isere,45.0464,5.0562,1.58,78,100,4.12,FR,1674545993
561,ozinki,51.1786,49.6769,-6.01,65,4,2.94,RU,1674545994
562,kindu,-2.95,25.95,23.25,89,100,1.04,CD,1674545994
563,aquidauana,-20.4711,-55.7872,20.99,97,100,0.69,BR,1674545995
564,labuan,5.2767,115.2417,28.2,78,40,3.13,MY,1674545995
565,les cayes,18.2,-73.75,21.37,81,4,2.61,HT,1674545996
566,belmonte,-15.8631,-38.8828,24.82,86,95,3.37,BR,1674545997
567,kargasok,59.0556,80.8572,-24.39,90,6,3.63,RU,1674545997
568,iquique,-20.2208,-70.1431,20.02,82,100,1.85,CL,1674545998
569,locri,38.2414,16.2623,10.68,73,0,1.1,IT,1674545998
570,santiago de cuba,20.0247,-75.8219,23.06,73,20,2.57,CU,1674545999
571,necochea,-38.5473,-58.7368,16.83,67,18,5.83,AR,1674546000
572,sola,-13.8833,167.55,28.12,70,97,3.58,VU,1674546000
573,beya,53.0533,90.9139,-8.64,76,100,6.98,RU,1674546001
574,auki,-8.7676,160.7034,24.77,91,100,1.43,SB,1674546002
575,marrakesh,31.6315,-8.0083,5.04,75,0,3.09,MA,1674545705
576,ambulu,-8.345,113.6058,28.86,74,79,3.27,ID,1674546003
577,bahia honda,22.9036,-83.1592,21.65,91,2,2.44,CU,1674546003
578,tazovskiy,67.4667,78.7,-29.55,96,100,4.42,RU,1674546004
579,saint-louis,16.3333,-15.0,19.11,32,22,2.8,SN,1674546004
580,lewistown,40.5992,-77.5714,2.12,84,100,6.17,US,1674545855
581,qeshm,26.9581,56.2719,18.94,36,6,9.46,IR,1674546005
582,derzhavinsk,51.1,66.3167,-13.36,95,94,0.75,KZ,1674546006
583,fatehabad,29.5167,75.45,20.07,60,57,4.61,IN,1674545871
584,ostersund,63.1792,14.6357,2.25,100,75,3.09,SE,1674546007
585,santa fe,-31.6333,-60.7,24.99,48,71,2.24,AR,1674545913
586,fiumicino,41.7675,12.2291,8.75,82,40,4.12,IT,1674546008
587,mahajanga,-15.7167,46.3167,24.01,100,75,8.23,MG,1674546009
588,yuci,37.6803,112.7319,-9.14,15,0,4.0,CN,1674546009
589,antofagasta,-23.65,-70.4,18.6,89,22,1.9,CL,1674545763
590,orocue,4.7912,-71.3354,24.12,67,90,2.17,CO,1674546010
591,stornoway,58.2093,-6.3865,9.98,94,75,6.69,GB,1674546011
592,half moon bay,37.4636,-122.4286,11.84,51,0,3.09,US,1674546012
593,luena,-11.7833,19.9167,19.72,78,100,2.98,AO,1674546013
594,kemijarvi,66.7131,27.4306,-3.62,96,48,3.8,FI,1674546013
595,uyemskiy,64.4743,40.8524,-6.97,85,100,4.0,RU,1674546014
